order_item_id,order_id,date_key,time_key,pizza_key,order_ts,quantity,unit_price,total_price,total_price_source,price_variance_flag,order_line_count,order_pizza_count,order_total_value
25515,11228,20150707,12,11,2015-07-07 12:24:21,1,20.75,20.75,20.75,False,5,5,82.0
25516,11228,20150707,12,32,2015-07-07 12:24:21,1,20.5,20.5,20.5,False,5,5,82.0
25517,11228,20150707,12,89,2015-07-07 12:24:21,1,12.0,12.0,12.0,False,5,5,82.0
25518,11229,20150707,12,19,2015-07-07 12:24:32,1,16.0,16.0,16.0,False,1,1,16.0
25519,11230,20150707,12,4,2015-07-07 12:28:41,1,12.0,12.0,12.0,False,4,4,69.5
25520,11230,20150707,12,31,2015-07-07 12:28:41,1,16.0,16.0,16.0,False,4,4,69.5
25521,11230,20150707,12,59,2015-07-07 12:28:41,1,20.75,20.75,20.75,False,4,4,69.5
25522,11230,20150707,12,68,2015-07-07 12:28:41,1,20.75,20.75,20.75,False,4,4,69.5
25523,11231,20150707,12,47,2015-07-07 12:36:02,1,20.5,20.5,20.5,False,1,1,20.5
25524,11232,20150707,12,67,2015-07-07 12:37:50,1,16.75,16.75,16.75,False,1,1,16.75
25525,11233,20150707,13,3,2015-07-07 13:00:19,1,20.75,20.75,20.75,False,4,4,76.25
25526,11233,20150707,13,16,2015-07-07 13:00:19,1,16.75,16.75,16.75,False,4,4,76.25
25527,11233,20150707,13,21,2015-07-07 13:00:19,1,18.5,18.5,18.5,False,4,4,76.25
25528,11233,20150707,13,41,2015-07-07 13:00:19,1,20.25,20.25,20.25,False,4,4,76.25
25529,11234,20150707,13,14,2015-07-07 13:11:54,1,20.75,20.75,20.75,False,5,6,117.75
25530,11234,20150707,13,21,2015-07-07 13:11:54,1,18.5,18.5,18.5,False,5,6,117.75
25531,11234,20150707,13,44,2015-07-07 13:11:54,1,20.25,20.25,20.25,False,5,6,117.75
25532,11234,20150707,13,83,2015-07-07 13:11:54,2,20.75,41.5,41.5,False,5,6,117.75
25533,11234,20150707,13,82,2015-07-07 13:11:54,1,16.75,16.75,16.75,False,5,6,117.75
25534,11235,20150707,13,9,2015-07-07 13:15:15,1,12.75,12.75,12.75,False,12,13,219.25
25535,11235,20150707,13,21,2015-07-07 13:15:15,2,18.5,37.0,37.0,False,12,13,219.25
25536,11235,20150707,13,26,2015-07-07 13:15:15,1,20.25,20.25,20.25,False,12,13,219.25
25537,11235,20150707,13,44,2015-07-07 13:15:15,1,20.25,20.25,20.25,False,12,13,219.25
25538,11235,20150707,13,47,2015-07-07 13:15:15,1,20.5,20.5,20.5,False,12,13,219.25
25539,11235,20150707,13,45,2015-07-07 13:15:15,1,12.0,12.0,12.0,False,12,13,219.25
25540,11235,20150707,13,52,2015-07-07 13:15:15,1,12.5,12.5,12.5,False,12,13,219.25
25541,11235,20150707,13,56,2015-07-07 13:15:15,1,20.75,20.75,20.75,False,12,13,219.25
25542,11235,20150707,13,57,2015-07-07 13:15:15,1,12.5,12.5,12.5,False,12,13,219.25
25543,11235,20150707,13,66,2015-07-07 13:15:15,1,12.75,12.75,12.75,False,12,13,219.25
25544,11235,20150707,13,69,2015-07-07 13:15:15,1,12.5,12.5,12.5,False,12,13,219.25
25545,11235,20150707,13,87,2015-07-07 13:15:15,1,25.5,25.5,25.5,False,12,13,219.25
25546,11236,20150707,13,15,2015-07-07 13:15:45,1,12.75,12.75,12.75,False,4,4,65.25
25547,11236,20150707,13,53,2015-07-07 13:15:45,1,15.25,15.25,15.25,False,4,4,65.25
25548,11236,20150707,13,64,2015-07-07 13:15:45,1,16.5,16.5,16.5,False,4,4,65.25
25549,11236,20150707,13,83,2015-07-07 13:15:45,1,20.75,20.75,20.75,False,4,4,65.25
25550,11237,20150707,13,58,2015-07-07 13:24:47,1,16.5,16.5,16.5,False,2,2,29.0
25551,11237,20150707,13,57,2015-07-07 13:24:47,1,12.5,12.5,12.5,False,2,2,29.0
25552,11238,20150707,15,11,2015-07-07 15:22:39,1,20.75,20.75,20.75,False,3,3,57.75
25553,11238,20150707,15,20,2015-07-07 15:22:39,1,20.5,20.5,20.5,False,3,3,57.75
25554,11238,20150707,15,70,2015-07-07 15:22:39,1,16.5,16.5,16.5,False,3,3,57.75
25555,11239,20150707,15,22,2015-07-07 15:25:57,1,14.75,14.75,14.75,False,2,2,35.25
25556,11239,20150707,15,32,2015-07-07 15:25:57,1,20.5,20.5,20.5,False,2,2,35.25
25557,11240,20150707,15,12,2015-07-07 15:54:43,1,12.75,12.75,12.75,False,4,4,65.0
25558,11240,20150707,15,40,2015-07-07 15:54:43,1,16.0,16.0,16.0,False,4,4,65.0
25559,11240,20150707,15,44,2015-07-07 15:54:43,1,20.25,20.25,20.25,False,4,4,65.0
25560,11240,20150707,15,43,2015-07-07 15:54:43,1,16.0,16.0,16.0,False,4,4,65.0
25561,11241,20150707,15,4,2015-07-07 15:57:17,2,12.0,24.0,24.0,False,3,4,61.0
25562,11241,20150707,15,62,2015-07-07 15:57:17,1,20.25,20.25,20.25,False,3,4,61.0
25563,11241,20150707,15,67,2015-07-07 15:57:17,1,16.75,16.75,16.75,False,3,4,61.0
25564,11242,20150707,15,68,2015-07-07 15:58:08,1,20.75,20.75,20.75,False,2,2,41.5
25565,11242,20150707,15,71,2015-07-07 15:58:08,1,20.75,20.75,20.75,False,2,2,41.5
25566,11243,20150707,16,23,2015-07-07 16:14:10,1,17.95,17.95,17.95,False,3,3,50.95
25567,11243,20150707,16,34,2015-07-07 16:14:10,1,16.5,16.5,16.5,False,3,3,50.95
25568,11243,20150707,16,58,2015-07-07 16:14:10,1,16.5,16.5,16.5,False,3,3,50.95
25569,11244,20150707,16,24,2015-07-07 16:35:24,1,12.0,12.0,12.0,False,4,4,57.25
25570,11244,20150707,16,47,2015-07-07 16:35:24,1,20.5,20.5,20.5,False,4,4,57.25
25571,11244,20150707,16,60,2015-07-07 16:35:24,1,12.25,12.25,12.25,False,4,4,57.25
25572,11244,20150707,16,69,2015-07-07 16:35:24,1,12.5,12.5,12.5,False,4,4,57.25
25573,11245,20150707,16,27,2015-07-07 16:41:56,2,10.5,21.0,21.0,False,3,4,53.75
25574,11245,20150707,16,39,2015-07-07 16:41:56,1,12.0,12.0,12.0,False,3,4,53.75
25575,11245,20150707,16,71,2015-07-07 16:41:56,1,20.75,20.75,20.75,False,3,4,53.75
25576,11246,20150707,17,27,2015-07-07 17:05:58,1,10.5,10.5,10.5,False,2,2,31.25
25577,11246,20150707,17,83,2015-07-07 17:05:58,1,20.75,20.75,20.75,False,2,2,31.25
25578,11247,20150707,17,60,2015-07-07 17:06:40,1,12.25,12.25,12.25,False,1,1,12.25
25579,11248,20150707,17,82,2015-07-07 17:18:15,1,16.75,16.75,16.75,False,1,1,16.75
25580,11249,20150707,17,12,2015-07-07 17:26:26,1,12.75,12.75,12.75,False,2,2,38.25
25581,11249,20150707,17,87,2015-07-07 17:26:26,1,25.5,25.5,25.5,False,2,2,38.25
25582,11250,20150707,17,10,2015-07-07 17:33:05,1,16.75,16.75,16.75,False,2,2,37.0
25583,11250,20150707,17,44,2015-07-07 17:33:05,1,20.25,20.25,20.25,False,2,2,37.0
25584,11251,20150707,17,1,2015-07-07 17:34:01,1,12.75,12.75,12.75,False,3,3,44.0
25585,11251,20150707,17,44,2015-07-07 17:34:01,1,20.25,20.25,20.25,False,3,3,44.0
25586,11251,20150707,17,48,2015-07-07 17:34:01,1,11.0,11.0,11.0,False,3,3,44.0
25587,11252,20150707,17,4,2015-07-07 17:40:41,1,12.0,12.0,12.0,False,4,4,61.5
25588,11252,20150707,17,70,2015-07-07 17:40:41,1,16.5,16.5,16.5,False,4,4,61.5
25589,11252,20150707,17,81,2015-07-07 17:40:41,1,12.75,12.75,12.75,False,4,4,61.5
25590,11252,20150707,17,91,2015-07-07 17:40:41,1,20.25,20.25,20.25,False,4,4,61.5
25591,11253,20150707,17,59,2015-07-07 17:48:24,1,20.75,20.75,20.75,False,2,2,36.75
25592,11253,20150707,17,76,2015-07-07 17:48:24,1,16.0,16.0,16.0,False,2,2,36.75
25593,11254,20150707,17,58,2015-07-07 17:52:46,1,16.5,16.5,16.5,False,2,2,37.0
25594,11254,20150707,17,86,2015-07-07 17:52:46,1,20.5,20.5,20.5,False,2,2,37.0
25595,11255,20150707,17,29,2015-07-07 17:56:25,1,16.5,16.5,16.5,False,2,2,34.0
25596,11255,20150707,17,50,2015-07-07 17:56:25,1,17.5,17.5,17.5,False,2,2,34.0
25597,11256,20150707,17,38,2015-07-07 17:58:58,1,21.0,21.0,21.0,False,1,1,21.0
25598,11257,20150707,18,13,2015-07-07 18:00:41,1,16.75,16.75,16.75,False,4,4,58.25
25599,11257,20150707,18,33,2015-07-07 18:00:41,1,12.5,12.5,12.5,False,4,4,58.25
25600,11257,20150707,18,58,2015-07-07 18:00:41,1,16.5,16.5,16.5,False,4,4,58.25
25601,11257,20150707,18,69,2015-07-07 18:00:41,1,12.5,12.5,12.5,False,4,4,58.25
25602,11258,20150707,18,28,2015-07-07 18:19:31,1,13.25,13.25,13.25,False,1,1,13.25
25603,11259,20150707,18,19,2015-07-07 18:36:35,1,16.0,16.0,16.0,False,2,2,34.5
25604,11259,20150707,18,21,2015-07-07 18:36:35,1,18.5,18.5,18.5,False,2,2,34.5
25605,11260,20150707,18,65,2015-07-07 18:46:00,1,20.75,20.75,20.75,False,1,1,20.75
25606,11261,20150707,18,4,2015-07-07 18:49:36,1,12.0,12.0,12.0,False,4,4,62.7
25607,11261,20150707,18,23,2015-07-07 18:49:36,1,17.95,17.95,17.95,False,4,4,62.7
25608,11261,20150707,18,24,2015-07-07 18:49:36,1,12.0,12.0,12.0,False,4,4,62.7
25609,11261,20150707,18,74,2015-07-07 18:49:36,1,20.75,20.75,20.75,False,4,4,62.7
25610,11262,20150707,18,89,2015-07-07 18:58:12,2,12.0,24.0,24.0,False,1,2,24.0
25611,11263,20150707,19,77,2015-07-07 19:22:13,1,20.25,20.25,20.25,False,1,1,20.25
25612,11264,20150707,19,31,2015-07-07 19:47:02,1,16.0,16.0,16.0,False,2,2,36.75
25613,11264,20150707,19,80,2015-07-07 19:47:02,1,20.75,20.75,20.75,False,2,2,36.75
25614,11265,20150707,19,4,2015-07-07 19:49:28,1,12.0,12.0,12.0,False,4,4,58.5
25615,11265,20150707,19,8,2015-07-07 19:49:28,1,20.25,20.25,20.25,False,4,4,58.5
25616,11265,20150707,19,34,2015-07-07 19:49:28,1,16.5,16.5,16.5,False,4,4,58.5
25617,11265,20150707,19,51,2015-07-07 19:49:28,1,9.75,9.75,9.75,False,4,4,58.5
25618,11266,20150707,19,3,2015-07-07 19:52:53,1,20.75,20.75,20.75,False,4,4,68.5
25619,11266,20150707,19,7,2015-07-07 19:52:53,1,16.25,16.25,16.25,False,4,4,68.5
25620,11266,20150707,19,20,2015-07-07 19:52:53,1,20.5,20.5,20.5,False,4,4,68.5
25621,11266,20150707,19,48,2015-07-07 19:52:53,1,11.0,11.0,11.0,False,4,4,68.5
25622,11267,20150707,20,68,2015-07-07 20:03:12,1,20.75,20.75,20.75,False,1,1,20.75
25623,11268,20150707,20,84,2015-07-07 20:22:37,1,12.0,12.0,12.0,False,1,1,12.0
25624,11269,20150707,20,32,2015-07-07 20:23:23,1,20.5,20.5,20.5,False,3,3,51.75
25625,11269,20150707,20,46,2015-07-07 20:23:23,1,16.0,16.0,16.0,False,3,3,51.75
25626,11269,20150707,20,53,2015-07-07 20:23:23,1,15.25,15.25,15.25,False,3,3,51.75
25627,11270,20150707,20,18,2015-07-07 20:23:31,1,12.0,12.0,12.0,False,3,3,42.5
25628,11270,20150707,20,51,2015-07-07 20:23:31,1,9.75,9.75,9.75,False,3,3,42.5
25629,11270,20150707,20,71,2015-07-07 20:23:31,1,20.75,20.75,20.75,False,3,3,42.5
25630,11271,20150707,20,56,2015-07-07 20:36:55,1,20.75,20.75,20.75,False,1,1,20.75
25631,11272,20150707,21,12,2015-07-07 21:55:31,1,12.75,12.75,12.75,False,1,1,12.75
25632,11273,20150707,22,81,2015-07-07 22:01:40,1,12.75,12.75,12.75,False,1,1,12.75
25633,11274,20150707,22,65,2015-07-07 22:49:32,1,20.75,20.75,20.75,False,1,1,20.75
25634,11275,20150708,11,44,2015-07-08 11:21:06,1,20.25,20.25,20.25,False,1,1,20.25
25635,11276,20150708,11,50,2015-07-08 11:30:03,1,17.5,17.5,17.5,False,3,3,47.5
25636,11276,20150708,11,51,2015-07-08 11:30:03,1,9.75,9.75,9.75,False,3,3,47.5
25637,11276,20150708,11,62,2015-07-08 11:30:03,1,20.25,20.25,20.25,False,3,3,47.5
25638,11277,20150708,11,34,2015-07-08 11:31:22,1,16.5,16.5,16.5,False,2,2,29.0
25639,11277,20150708,11,52,2015-07-08 11:31:22,1,12.5,12.5,12.5,False,2,2,29.0
25640,11278,20150708,11,77,2015-07-08 11:40:20,1,20.25,20.25,20.25,False,1,1,20.25
25641,11279,20150708,11,37,2015-07-08 11:42:19,1,16.75,16.75,16.75,False,1,1,16.75
25642,11280,20150708,11,4,2015-07-08 11:47:42,1,12.0,12.0,12.0,False,3,3,37.25
25643,11280,20150708,11,28,2015-07-08 11:47:42,1,13.25,13.25,13.25,False,3,3,37.25
25644,11280,20150708,11,30,2015-07-08 11:47:42,1,12.0,12.0,12.0,False,3,3,37.25
25645,11281,20150708,11,43,2015-07-08 11:53:27,1,16.0,16.0,16.0,False,3,3,45.0
25646,11281,20150708,11,55,2015-07-08 11:53:27,1,16.5,16.5,16.5,False,3,3,45.0
25647,11281,20150708,11,72,2015-07-08 11:53:27,1,12.5,12.5,12.5,False,3,3,45.0
25648,11282,20150708,11,35,2015-07-08 11:57:58,1,20.75,20.75,20.75,False,1,1,20.75
25649,11283,20150708,12,10,2015-07-08 12:00:51,1,16.75,16.75,16.75,False,1,1,16.75
25650,11284,20150708,12,65,2015-07-08 12:03:13,2,20.75,41.5,41.5,False,2,3,62.25
25651,11284,20150708,12,68,2015-07-08 12:03:13,1,20.75,20.75,20.75,False,2,3,62.25
25652,11285,20150708,12,5,2015-07-08 12:07:10,1,23.65,23.65,23.65,False,3,3,53.4
25653,11285,20150708,12,49,2015-07-08 12:07:10,1,14.5,14.5,14.5,False,3,3,53.4
25654,11285,20150708,12,53,2015-07-08 12:07:10,1,15.25,15.25,15.25,False,3,3,53.4
25655,11286,20150708,12,58,2015-07-08 12:09:10,1,16.5,16.5,16.5,False,1,1,16.5
25656,11287,20150708,12,34,2015-07-08 12:14:13,1,16.5,16.5,16.5,False,1,1,16.5
25657,11288,20150708,12,22,2015-07-08 12:16:18,1,14.75,14.75,14.75,False,2,2,35.5
25658,11288,20150708,12,56,2015-07-08 12:16:18,1,20.75,20.75,20.75,False,2,2,35.5
25659,11289,20150708,12,8,2015-07-08 12:21:02,1,20.25,20.25,20.25,False,2,2,41.0
25660,11289,20150708,12,83,2015-07-08 12:21:02,1,20.75,20.75,20.75,False,2,2,41.0
25661,11290,20150708,12,4,2015-07-08 12:30:39,1,12.0,12.0,12.0,False,2,2,28.5
25662,11290,20150708,12,55,2015-07-08 12:30:39,1,16.5,16.5,16.5,False,2,2,28.5
25663,11291,20150708,12,16,2015-07-08 12:44:24,1,16.75,16.75,16.75,False,4,4,63.25
25664,11291,20150708,12,27,2015-07-08 12:44:24,1,10.5,10.5,10.5,False,4,4,63.25
25665,11291,20150708,12,53,2015-07-08 12:44:24,1,15.25,15.25,15.25,False,4,4,63.25
25666,11291,20150708,12,68,2015-07-08 12:44:24,1,20.75,20.75,20.75,False,4,4,63.25
25667,11292,20150708,12,39,2015-07-08 12:47:09,1,12.0,12.0,12.0,False,2,2,32.75
25668,11292,20150708,12,83,2015-07-08 12:47:09,1,20.75,20.75,20.75,False,2,2,32.75
25669,11293,20150708,12,21,2015-07-08 12:54:45,1,18.5,18.5,18.5,False,2,2,28.25
25670,11293,20150708,12,51,2015-07-08 12:54:45,1,9.75,9.75,9.75,False,2,2,28.25
25671,11294,20150708,13,25,2015-07-08 13:02:48,1,16.0,16.0,16.0,False,2,2,28.5
25672,11294,20150708,13,54,2015-07-08 13:02:48,1,12.5,12.5,12.5,False,2,2,28.5
25673,11295,20150708,13,7,2015-07-08 13:12:23,1,16.25,16.25,16.25,False,6,7,110.0
25674,11295,20150708,13,15,2015-07-08 13:12:23,1,12.75,12.75,12.75,False,6,7,110.0
25675,11295,20150708,13,21,2015-07-08 13:12:23,1,18.5,18.5,18.5,False,6,7,110.0
25676,11295,20150708,13,22,2015-07-08 13:12:23,2,14.75,29.5,29.5,False,6,7,110.0
25677,11295,20150708,13,47,2015-07-08 13:12:23,1,20.5,20.5,20.5,False,6,7,110.0
25678,11295,20150708,13,69,2015-07-08 13:12:23,1,12.5,12.5,12.5,False,6,7,110.0
25679,11296,20150708,13,5,2015-07-08 13:12:39,1,23.65,23.65,23.65,False,3,3,47.65
25680,11296,20150708,13,24,2015-07-08 13:12:39,1,12.0,12.0,12.0,False,3,3,47.65
25681,11296,20150708,13,75,2015-07-08 13:12:39,1,12.0,12.0,12.0,False,3,3,47.65
25682,11297,20150708,13,70,2015-07-08 13:18:08,1,16.5,16.5,16.5,False,1,1,16.5
25683,11298,20150708,13,85,2015-07-08 13:48:58,1,16.0,16.0,16.0,False,1,1,16.0
25684,11299,20150708,14,10,2015-07-08 14:08:21,2,16.75,33.5,33.5,False,8,9,141.0
25685,11299,20150708,14,15,2015-07-08 14:08:21,1,12.75,12.75,12.75,False,8,9,141.0
25686,11299,20150708,14,25,2015-07-08 14:08:21,1,16.0,16.0,16.0,False,8,9,141.0
25687,11299,20150708,14,48,2015-07-08 14:08:21,1,11.0,11.0,11.0,False,8,9,141.0
25688,11299,20150708,14,51,2015-07-08 14:08:21,1,9.75,9.75,9.75,False,8,9,141.0
25689,11299,20150708,14,56,2015-07-08 14:08:21,1,20.75,20.75,20.75,False,8,9,141.0
25690,11299,20150708,14,55,2015-07-08 14:08:21,1,16.5,16.5,16.5,False,8,9,141.0
25691,11299,20150708,14,59,2015-07-08 14:08:21,1,20.75,20.75,20.75,False,8,9,141.0
25692,11300,20150708,14,41,2015-07-08 14:12:04,1,20.25,20.25,20.25,False,2,2,34.75
25693,11300,20150708,14,49,2015-07-08 14:12:04,1,14.5,14.5,14.5,False,2,2,34.75
25694,11301,20150708,14,82,2015-07-08 14:16:09,1,16.75,16.75,16.75,False,1,1,16.75
25695,11302,20150708,14,22,2015-07-08 14:23:49,1,14.75,14.75,14.75,False,1,1,14.75
25696,11303,20150708,14,23,2015-07-08 14:36:05,1,17.95,17.95,17.95,False,2,2,34.45
25697,11303,20150708,14,34,2015-07-08 14:36:05,1,16.5,16.5,16.5,False,2,2,34.45
25698,11304,20150708,14,71,2015-07-08 14:37:51,1,20.75,20.75,20.75,False,1,1,20.75
25699,11305,20150708,14,2,2015-07-08 14:38:29,1,16.75,16.75,16.75,False,1,1,16.75
25700,11306,20150708,14,7,2015-07-08 14:56:16,1,16.25,16.25,16.25,False,4,4,66.25
25701,11306,20150708,14,9,2015-07-08 14:56:16,1,12.75,12.75,12.75,False,4,4,66.25
25702,11306,20150708,14,35,2015-07-08 14:56:16,1,20.75,20.75,20.75,False,4,4,66.25
25703,11306,20150708,14,34,2015-07-08 14:56:16,1,16.5,16.5,16.5,False,4,4,66.25
25704,11307,20150708,15,91,2015-07-08 15:06:30,1,20.25,20.25,20.25,False,1,1,20.25
25705,11308,20150708,15,34,2015-07-08 15:17:28,1,16.5,16.5,16.5,False,2,2,36.75
25706,11308,20150708,15,44,2015-07-08 15:17:28,1,20.25,20.25,20.25,False,2,2,36.75
25707,11309,20150708,15,86,2015-07-08 15:22:26,1,20.5,20.5,20.5,False,1,1,20.5
25708,11310,20150708,15,64,2015-07-08 15:34:17,1,16.5,16.5,16.5,False,1,1,16.5
25709,11311,20150708,16,32,2015-07-08 16:02:26,1,20.5,20.5,20.5,False,3,3,62.0
25710,11311,20150708,16,31,2015-07-08 16:02:26,1,16.0,16.0,16.0,False,3,3,62.0
25711,11311,20150708,16,87,2015-07-08 16:02:26,1,25.5,25.5,25.5,False,3,3,62.0
25712,11312,20150708,16,3,2015-07-08 16:45:45,1,20.75,20.75,20.75,False,2,2,36.75
25713,11312,20150708,16,76,2015-07-08 16:45:45,1,16.0,16.0,16.0,False,2,2,36.75
25714,11313,20150708,16,17,2015-07-08 16:57:03,1,20.75,20.75,20.75,False,1,1,20.75
25715,11314,20150708,17,34,2015-07-08 17:12:31,1,16.5,16.5,16.5,False,1,1,16.5
25716,11315,20150708,17,21,2015-07-08 17:20:39,1,18.5,18.5,18.5,False,1,1,18.5
25717,11316,20150708,17,30,2015-07-08 17:25:38,1,12.0,12.0,12.0,False,1,1,12.0
25718,11317,20150708,17,56,2015-07-08 17:32:28,1,20.75,20.75,20.75,False,2,2,37.25
25719,11317,20150708,17,58,2015-07-08 17:32:28,1,16.5,16.5,16.5,False,2,2,37.25
25720,11318,20150708,17,3,2015-07-08 17:46:05,1,20.75,20.75,20.75,False,2,2,32.75
25721,11318,20150708,17,45,2015-07-08 17:46:05,1,12.0,12.0,12.0,False,2,2,32.75
25722,11319,20150708,17,16,2015-07-08 17:48:43,1,16.75,16.75,16.75,False,4,4,76.25
25723,11319,20150708,17,21,2015-07-08 17:48:43,1,18.5,18.5,18.5,False,4,4,76.25
25724,11319,20150708,17,71,2015-07-08 17:48:43,1,20.75,20.75,20.75,False,4,4,76.25
25725,11319,20150708,17,77,2015-07-08 17:48:43,1,20.25,20.25,20.25,False,4,4,76.25
25726,11320,20150708,18,2,2015-07-08 18:04:21,1,16.75,16.75,16.75,False,2,2,33.25
25727,11320,20150708,18,29,2015-07-08 18:04:21,1,16.5,16.5,16.5,False,2,2,33.25
25728,11321,20150708,18,68,2015-07-08 18:27:26,1,20.75,20.75,20.75,False,1,1,20.75
25729,11322,20150708,18,21,2015-07-08 18:30:12,1,18.5,18.5,18.5,False,2,2,38.75
25730,11322,20150708,18,91,2015-07-08 18:30:12,1,20.25,20.25,20.25,False,2,2,38.75
25731,11323,20150708,18,24,2015-07-08 18:35:18,1,12.0,12.0,12.0,False,4,4,62.0
25732,11323,20150708,18,34,2015-07-08 18:35:18,1,16.5,16.5,16.5,False,4,4,62.0
25733,11323,20150708,18,59,2015-07-08 18:35:18,1,20.75,20.75,20.75,False,4,4,62.0
25734,11323,20150708,18,66,2015-07-08 18:35:18,1,12.75,12.75,12.75,False,4,4,62.0
25735,11324,20150708,18,18,2015-07-08 18:40:06,1,12.0,12.0,12.0,False,3,3,42.25
25736,11324,20150708,18,47,2015-07-08 18:40:06,1,20.5,20.5,20.5,False,3,3,42.25
25737,11324,20150708,18,51,2015-07-08 18:40:06,1,9.75,9.75,9.75,False,3,3,42.25
25738,11325,20150708,18,20,2015-07-08 18:53:55,1,20.5,20.5,20.5,False,1,1,20.5
25739,11326,20150708,19,3,2015-07-08 19:04:38,1,20.75,20.75,20.75,False,3,3,54.25
25740,11326,20150708,19,16,2015-07-08 19:04:38,1,16.75,16.75,16.75,False,3,3,54.25
25741,11326,20150708,19,67,2015-07-08 19:04:38,1,16.75,16.75,16.75,False,3,3,54.25
25742,11327,20150708,19,67,2015-07-08 19:09:57,1,16.75,16.75,16.75,False,3,3,40.75
25743,11327,20150708,19,75,2015-07-08 19:09:57,1,12.0,12.0,12.0,False,3,3,40.75
25744,11327,20150708,19,84,2015-07-08 19:09:57,1,12.0,12.0,12.0,False,3,3,40.75
25745,11328,20150708,19,21,2015-07-08 19:19:09,1,18.5,18.5,18.5,False,2,2,39.25
25746,11328,20150708,19,83,2015-07-08 19:19:09,1,20.75,20.75,20.75,False,2,2,39.25
25747,11329,20150708,19,5,2015-07-08 19:21:35,1,23.65,23.65,23.65,False,1,1,23.65
25748,11330,20150708,19,2,2015-07-08 19:36:02,1,16.75,16.75,16.75,False,2,2,40.4
25749,11330,20150708,19,5,2015-07-08 19:36:02,1,23.65,23.65,23.65,False,2,2,40.4
25750,11331,20150708,19,48,2015-07-08 19:42:11,1,11.0,11.0,11.0,False,2,2,31.75
25751,11331,20150708,19,71,2015-07-08 19:42:11,1,20.75,20.75,20.75,False,2,2,31.75
25752,11332,20150708,19,65,2015-07-08 19:51:23,1,20.75,20.75,20.75,False,1,1,20.75
25753,11333,20150708,20,2,2015-07-08 20:12:29,1,16.75,16.75,16.75,False,4,4,65.5
25754,11333,20150708,20,25,2015-07-08 20:12:29,1,16.0,16.0,16.0,False,4,4,65.5
25755,11333,20150708,20,67,2015-07-08 20:12:29,1,16.75,16.75,16.75,False,4,4,65.5
25756,11333,20150708,20,76,2015-07-08 20:12:29,1,16.0,16.0,16.0,False,4,4,65.5
25757,11334,20150708,20,53,2015-07-08 20:20:00,1,15.25,15.25,15.25,False,1,1,15.25
25758,11335,20150708,20,58,2015-07-08 20:59:13,1,16.5,16.5,16.5,False,1,1,16.5
25759,11336,20150708,21,20,2015-07-08 21:00:10,1,20.5,20.5,20.5,False,3,3,51.5
25760,11336,20150708,21,21,2015-07-08 21:00:10,1,18.5,18.5,18.5,False,3,3,51.5
25761,11336,20150708,21,69,2015-07-08 21:00:10,1,12.5,12.5,12.5,False,3,3,51.5
25762,11337,20150708,21,19,2015-07-08 21:23:47,1,16.0,16.0,16.0,False,2,2,36.75
25763,11337,20150708,21,59,2015-07-08 21:23:47,1,20.75,20.75,20.75,False,2,2,36.75
25764,11338,20150708,21,82,2015-07-08 21:32:21,1,16.75,16.75,16.75,False,1,1,16.75
25765,11339,20150708,22,21,2015-07-08 22:07:13,1,18.5,18.5,18.5,False,4,4,62.5
25766,11339,20150708,22,24,2015-07-08 22:07:13,1,12.0,12.0,12.0,False,4,4,62.5
25767,11339,20150708,22,85,2015-07-08 22:07:13,1,16.0,16.0,16.0,False,4,4,62.5
25768,11339,20150708,22,90,2015-07-08 22:07:13,1,16.0,16.0,16.0,False,4,4,62.5
25769,11340,20150708,22,22,2015-07-08 22:22:44,1,14.75,14.75,14.75,False,4,4,60.75
25770,11340,20150708,22,52,2015-07-08 22:22:44,1,12.5,12.5,12.5,False,4,4,60.75
25771,11340,20150708,22,66,2015-07-08 22:22:44,1,12.75,12.75,12.75,False,4,4,60.75
25772,11340,20150708,22,83,2015-07-08 22:22:44,1,20.75,20.75,20.75,False,4,4,60.75
25773,11341,20150709,11,7,2015-07-09 11:27:22,1,16.25,16.25,16.25,False,1,1,16.25
25774,11342,20150709,11,20,2015-07-09 11:33:38,1,20.5,20.5,20.5,False,2,2,39.0
25775,11342,20150709,11,21,2015-07-09 11:33:38,1,18.5,18.5,18.5,False,2,2,39.0
25776,11343,20150709,11,16,2015-07-09 11:36:49,1,16.75,16.75,16.75,False,1,1,16.75
25777,11344,20150709,11,83,2015-07-09 11:37:19,1,20.75,20.75,20.75,False,1,1,20.75
25778,11345,20150709,11,11,2015-07-09 11:48:31,1,20.75,20.75,20.75,False,1,1,20.75
25779,11346,20150709,11,63,2015-07-09 11:50:28,1,12.5,12.5,12.5,False,2,2,29.0
25780,11346,20150709,11,79,2015-07-09 11:50:28,1,16.5,16.5,16.5,False,2,2,29.0
25781,11347,20150709,12,60,2015-07-09 12:00:10,1,12.25,12.25,12.25,False,1,1,12.25
25782,11348,20150709,12,41,2015-07-09 12:01:11,1,20.25,20.25,20.25,False,2,2,40.5
25783,11348,20150709,12,44,2015-07-09 12:01:11,1,20.25,20.25,20.25,False,2,2,40.5
25784,11349,20150709,12,54,2015-07-09 12:03:58,1,12.5,12.5,12.5,False,1,1,12.5
25785,11350,20150709,12,3,2015-07-09 12:15:51,1,20.75,20.75,20.75,False,13,14,264.9
25786,11350,20150709,12,4,2015-07-09 12:15:51,1,12.0,12.0,12.0,False,13,14,264.9
25787,11350,20150709,12,5,2015-07-09 12:15:51,1,23.65,23.65,23.65,False,13,14,264.9
